Mean,Variance,Skewness,Kurtosis,RMS,Zero Crossings,Delta (0.5-4Hz),Theta (4-8Hz),Alpha (8-13Hz),Beta (13-30Hz),Gamma (30-100Hz),Type
-0.2155512463900988,183.84590675725386,-0.14241126829982584,0.6312579569341548,13.560692058190622,261,54.75044860931665,47.93366851960781,11.95651526435157,7.6318149161573245,0.19776925091402922,Noisy
-0.053739061241404935,188.16274954463037,-0.05563063241182712,0.22373325017664314,13.717348046591713,253,50.56649281365965,53.07634749401698,12.223945553659547,9.501700597561307,0.20702472124306548,Noisy
-0.03678842893028938,351.29934685232087,0.08452357891563393,1.112033753407534,18.743017372899807,173,144.4196170121213,25.255226654864344,10.908497985678382,8.670644628570473,0.2012619530391337,Noisy
0.3324140319822832,163.01566115150644,-0.11791319096553404,-0.0764137265733269,12.772085195463001,259,47.71440872815478,62.82245438201611,11.027196944476419,8.655659480846044,0.19850079983009083,Noisy
-0.11360805363005436,455.19805074631455,-0.8659228465179611,2.049920533139149,21.335673355583697,221,98.70640693007931,46.32472679556319,11.946534705807444,6.949237766480908,0.1938579981963468,Noisy
-0.057615141830344364,204.82627523833196,0.3255268885001356,1.1724495796169174,14.311869016410823,273,67.47132449227986,27.68437233746913,8.127871120816708,6.001283323971343,0.31778244812065215,Noisy
-0.1795890773113002,186.2021117101288,-0.047556839158741065,0.7154606857879973,13.646771191267858,235,58.699761241720665,30.278806857962312,5.549506572683445,4.366200245172947,0.286493840709188,Noisy
0.13084639837645526,246.40549101188043,-0.30527895520437026,0.7865540637659332,15.697853732018544,229,70.5813075735356,27.601562699535318,6.92829786833597,5.016958549108478,0.3888836924573112,Noisy
0.03460571796315458,128.60386202100392,0.008243140413377642,0.5105041050972101,11.340417081250568,258,45.207175264614214,21.372641137930128,6.316450913807971,4.215212866423956,0.2809244382557734,Noisy
0.2723283530774145,233.9029122254141,0.2071126536185516,-0.16027061786305818,15.296309193962575,207,82.96896900822695,43.984280141885954,8.33094592227122,4.696426085655164,0.31000080937678814,Noisy
-0.1382591874344309,98.29129385274429,0.11919875654452168,0.511866178913789,9.91516058647838,547,16.43611242485945,13.794099717591367,29.962201495522095,27.03801871850343,0.5592041855264316,Noisy
0.009854175922882746,94.27754024166602,0.16010926874240877,0.20620255653669917,9.709667210901163,537,16.734149492865882,15.679395373471996,21.657279597109323,26.709299956616935,0.5670110438640804,Noisy
0.2200495472911081,98.8859969464448,-0.04893177040842622,0.12323670657278907,9.946578243280843,494,23.38843065833871,16.840064137586776,23.43945667381329,21.327474393091663,0.5379414087181948,Noisy
0.11919178826211162,87.47619482550516,-0.0710464507594367,-0.036771451664680654,9.35363039187963,454,20.550471836030106,18.495863133776776,15.683960432489,17.195152154377645,0.5278550843230664,Noisy
0.05141468861062395,92.3211052712814,0.021328836735827583,0.03892240286812676,9.60852479527874,522,17.203013621266724,17.068478270697142,25.69025655238858,19.022177137909665,0.5499469056747651,Noisy
-0.01141766428889279,78.55611256433535,-0.09819465554698267,-0.30761516958196733,8.863195977038597,233,27.158595754873513,7.3627437631786865,3.7041832002210877,1.7665286024428906,0.19472497366988584,Noisy
-0.2805957661820005,111.6019370579514,-0.13941681152799099,0.241725054142353,10.567907599991148,212,41.0328176448682,9.271582522855743,3.9488439936581425,1.8900543266530712,0.19652188173720883,Noisy
0.3957004275892097,148.8305142772216,-0.15043833802760045,0.8437537131477293,12.206026917290322,239,34.88158821847991,9.526392393715991,3.549241004439613,2.181673286949168,0.18512313765571467,Noisy
0.23239738421948428,70.59280333030559,-0.09670351654289405,-0.0830578242120743,8.405165785069181,256,31.434648906053393,9.860645221921073,3.5326172433383825,2.009488000211669,0.19938279554154192,Noisy
-0.3385524569374897,125.2162487332944,0.1344754217488399,-0.26610577419796355,11.195126908588076,186,40.70498111360272,14.358273287652217,3.756549503476992,2.513156131825149,0.18731168139757728,Noisy
0.06957957067494419,120.74366804383699,-0.24934856299621833,0.0008478885398042202,10.988562661262495,299,34.880531920634866,30.40597150709627,16.851570727860516,2.6585996609198324,0.21967210121071545,Noisy
0.16467620488638435,90.64399822586185,-0.1993391493093577,-0.10798511637979935,9.522138230372295,307,34.809303511658825,30.53506788772917,13.717265532790591,2.5136716552320744,0.22654292651737948,Noisy
0.047264903997741366,138.85968146879134,-0.07335859663916135,-0.11567291310147176,11.783968577688132,247,49.7417378161359,35.28834683615277,12.472623353000762,3.090398868375802,0.2214529325879905,Noisy
-0.09961066627735259,112.02034621814528,-0.0955741567948793,-0.24581134454456421,10.58443519999917,270,43.38678153664753,27.334369089340672,12.281920300682238,2.9232706377331747,0.22836035139195066,Noisy
0.05421190037849345,114.38497317862009,-0.19467374130796558,-0.08277200189711831,10.695228473892586,279,42.422206118699876,27.915289491144975,11.222115616150226,3.05265874330214,0.23159636014475432,Noisy
0.05767394398859434,297.29529743183383,-0.2180062848475396,0.6944435271915377,17.24234971561733,235,93.65885125918481,20.800044916490883,7.483766649163034,5.987219374531846,0.2808565161870096,Noisy
-0.40495772516389666,462.5730794406559,-0.2926858201857589,-0.05809481377922188,21.511324231665185,157,134.8902134447598,30.343122616986744,6.77424760661183,8.800159388208852,0.2856229417964994,Noisy
0.2915216234855327,258.1018906453233,-0.15162991552843486,0.01693341878752941,16.06819453150487,211,84.60321103251381,17.561585446795245,5.707636083324293,5.400985996126865,0.25694331328228265,Noisy
-0.2388954033384971,295.3845955427451,0.18187028977602757,-0.009450586147156326,17.188416639018303,166,99.08311687294024,16.867800678744214,5.962036396083335,4.935099981963892,0.27009107334928956,Noisy
0.8706964940548791,314.1659392964435,0.07537461996303271,-0.17752243853829608,17.74609961882337,133,92.70078871214054,23.28393198883815,5.760827886900144,4.725276561204199,0.2693535694081641,Noisy
0.06595916874419704,145.54659857924204,0.20401763124986885,0.1889552813495463,12.06444980888824,207,43.28569081558332,7.669509033575629,2.7664622678270088,2.7653090786948455,0.24049960637442566,Noisy
-0.15913122588363754,132.834690746784,-0.5151204238975473,0.5855639693351131,11.52649181207514,215,36.992970821742105,8.469408916612595,3.5821215235676314,2.9777842226433897,0.24241419886783017,Noisy
-0.5989802828053188,233.50005298210021,-0.10405442584313325,1.244331624411486,15.292443570642652,199,45.11373087212476,9.939951712231386,4.63474253829592,2.9138343912126747,0.2538140340511752,Noisy
0.2586356944655855,314.69069803300687,0.006787754685591148,-0.18167513565621185,17.74140891968444,139,61.925840519584824,11.888763448102276,4.010499477850051,3.5351898494410774,0.26580669937393653,Noisy
0.725796051999607,144.6421080226498,-0.03620617906148174,-0.31030642742815395,12.048605227649714,191,42.0642692176006,12.620854972933822,4.196213722065298,3.01391968977225,0.2742220447399626,Noisy
-0.10239151552177085,114.3236376990187,-0.05205983359264217,-0.12201064831108877,10.692713487299168,227,48.2779995559512,9.729249028446553,4.747964669573841,3.6618857996033305,0.28562422920057656,Noisy
0.22865096069452087,123.68503122800168,0.05483029034804319,-0.09210855947171082,11.123727454852002,222,51.31996421674424,14.618081026718905,4.306289252779782,3.7197361132215727,0.29946510622562056,Noisy
0.25851792630063375,148.1127260490086,-0.20721083892219844,-0.05037664705984923,12.172902594173149,247,61.66827105833383,18.20717102159913,4.362206611572258,4.067457427829789,0.2706312606096712,Noisy
-0.09786291084490525,160.5370656806191,0.1029515403290643,-0.17359129673438112,12.670700171258813,197,51.4526607703726,18.517368001825343,4.867186916362747,3.8735651381386385,0.28660198201654635,Noisy
-0.05578840218444411,233.88551463027466,0.27830802771697455,1.5140032074915348,15.293417766349448,181,60.08584633749827,9.53176234740675,4.376533645789094,2.702300717279123,0.25403158806915743,Noisy
0.13530042799530975,100.46737241886505,-0.04427996006927131,-0.2522735774501439,10.02425451715392,256,36.8824795957883,15.62660991190798,3.711096363498843,2.599749469357152,0.20167873309518208,Noisy
-0.012006927850621765,148.73703503170415,-0.04219853708820919,-0.20807303376609987,12.195785304687048,170,47.88379060126616,17.005036433488545,3.411804534144459,2.6231119084205523,0.2040431469883691,Noisy
-0.20451387380974612,130.9838888182911,-0.12814337009057775,-0.10111237328280476,11.446646440895769,190,41.420467523536566,14.933443804430466,2.94742036682859,2.3084965238709647,0.19359168580216152,Noisy
0.4884265990233051,170.1368289885821,-0.09678846263885578,0.6514121958320991,13.052792403589955,181,57.08737951129091,16.85482746299781,3.749230378702463,2.5091527168947487,0.19520861175639292,Noisy
-0.1993049104014273,122.80741172288339,-0.14736013780550672,-0.016488221831727934,11.083642639953414,209,36.06967736451544,12.97409531342263,3.281175651407721,2.304300713099258,0.19531705444041958,Noisy
0.23584333728260845,71.94119195986346,0.06971496763523786,0.08932246796017917,8.485093637645024,264,24.744176395684416,8.101228358380736,2.489902474622982,2.339080804006886,0.24493682118403698,Noisy
-0.2263844365300587,95.37362726469681,-1.0735559556402532,3.617291164876307,9.768565768719574,255,32.329565956756355,8.087100412469264,2.278193707078773,2.741919306089031,0.235876824569886,Noisy
0.3401532881491618,96.823089615011,0.27341411186319203,0.3148448957630632,9.845750041233511,207,36.504447350851166,6.378344748392208,1.8786529411198336,2.051254889372837,0.2323319965454216,Noisy
0.03265222084254227,89.90552991772036,-0.10114007329161018,0.04325429238766798,9.481908884040507,218,35.77346695284859,8.746285756035068,2.0183247447014296,2.272269974451758,0.22783200649204066,Noisy
-0.11431402010561245,91.90608950038386,0.2918352250933593,0.23262780029667995,9.587447897932828,239,33.74877207949734,8.618884121180603,2.682904271000844,2.851869379472565,0.24357594052372653,Noisy
0.15885350017848407,80.01074439484384,-0.019066714277442446,-0.31995808192139963,8.946282961619469,266,29.03610241174224,13.476570035483938,3.3712590235373128,3.2501609922527113,0.18907588676809856,Noisy
-0.0043596993151926045,103.46454512086088,-0.2108808282392471,0.6290913625283845,10.171753247490768,223,31.952612571902804,9.652399919771534,2.85523831686886,3.260419803810479,0.20241541580965183,Noisy
